method,hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,obstacle_distance,path_length,weighted_objective
Nelder-Mead,right,93.75,120.0,149.75,108.0,129.75,86.75,7.648529270389178,65.32323476375002,-0.8593691898412454
