hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,obstacle_distance,path_length,weighted_objective
right,126.68635501291436,115.34358189656221,122.7992855674187,108.130615234375,129.75,86.75,120.82100784270196,120.69695027645157,111.02533226351933,114.2822886362583,124.17433191895815,99.08021547474986,7.648529270389178,43.03721190719037,-0.8780228205211914
