hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,obstacle_distance,path_length,weighted_objective
right,57.0,115.5,137.75,108.0,129.75,86.75,79.68004431404715,121.8371512407182,115.06981709332233,87.28864082138341,123.96292254712269,107.46149777124711,7.648529270389178,73.51913016366893,-0.7904413237152882
