hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,obstacle_distance,path_length,status,is_best
right,174.0,93.75,134.75,108.6313705444336,130.13235473632812,83.74901580810547,0.0,90.54188998248843,fail,0
left,101.25,42.25,78.99461364746094,106.76646423339844,130.80755615234375,71.23353576660156,0.0,89.06798784741152,fail,0
left,160.5,56.5,51.0,107.26754760742188,130.20555114746094,73.70555877685547,0.0,93.71096337701536,fail,0
left,96.1160774230957,43.75,68.1339225769043,108.27919006347656,129.25,71.18000030517578,0.0,86.414523655629,fail,0
right,156.75,53.5,107.25,107.86318969726562,129.40399169921875,86.26718139648438,0.0,92.69096425217857,fail,0
left,203.75,112.5,45.75,106.97081756591797,130.995361328125,74.49535369873047,0.0,102.6381210980226,fail,0
left,54.0,52.75,73.5,109.09459686279297,130.508056640625,70.35264587402344,0.0,95.3500698164119,fail,0
left,135.75,61.0,33.0,107.7660903930664,131.84706115722656,71.34706115722656,0.0,85.28131314010652,fail,0
right,185.0,69.0,98.25,109.25,131.96640014648438,83.36202239990234,0.0,99.62169404516366,fail,0
right,139.5,44.5,95.25,107.23709869384766,129.7876739501953,85.98709869384766,0.0,91.65524245307995,fail,0
left,177.0,61.75,58.5,108.71238708496094,133.22108459472656,73.56653594970703,0.0,99.99157222638608,fail,0
left,139.5,61.75,32.25,107.19054412841797,132.35330200195312,73.58724975585938,0.0,87.96303433644727,fail,0
left,33.25,72.0,56.25,107.9812240600586,133.68728637695312,73.79393005371094,0.0,98.47774688627075,fail,0
left,196.25,95.00000190734863,46.74999809265137,109.25,132.22723388671875,72.34431457519531,0.0,98.03028020491656,fail,0
right,98.25,51.25,110.25,107.6490707397461,130.7405242919922,86.0,0.0,83.63700426836527,fail,0
left,112.5,40.75,75.75,107.41008758544922,131.30966186523438,70.80965423583984,0.0,90.83703309665523,fail,0
left,207.5,104.25,67.5,106.0,131.14141845703125,72.90342712402344,0.0,105.14083607864164,fail,0
left,65.25,55.75,51.0,107.5,133.124267578125,72.833740234375,0.0,90.82153927275981,fail,0
left,160.5,56.5,51.0,107.24674987792969,132.2425079345703,71.74575805664062,0.0,94.88531305806445,fail,0
left,150.75,67.75853729248047,28.49146270751953,106.0,130.36087036132812,73.22698974609375,0.0,89.01057232195478,fail,0
left,127.5,48.25,53.25,107.52741241455078,130.30335998535156,73.8033676147461,0.0,86.91432022429346,fail,0
left,172.5,58.0,59.25,107.92633056640625,133.42115783691406,73.92633056640625,0.0,100.36684966897275,fail,0
left,90.0,44.5,70.5,108.8348159790039,129.87173461914062,72.53691864013672,0.0,87.44845568899689,fail,0
right,152.25,47.5,95.25,106.42779541015625,131.67779541015625,82.6434555053711,0.0,96.66695732091023,fail,0
right,81.92497253417969,47.5,93.92497253417969,107.7442855834961,129.25,84.24056243896484,0.0,86.27564676796634,fail,0
left,23.5,84.75,58.5,107.73795318603516,130.9228057861328,70.68485260009766,0.0,96.83197500837571,fail,0
left,194.82420349121094,135.1166229248047,28.574203491210938,107.18101501464844,131.80267333984375,71.37165069580078,0.0,97.59063600274145,fail,0
left,151.5,52.75,52.5,109.08795166015625,130.94532775878906,70.78328704833984,0.0,90.81613134778249,fail,0
left,156.75,50.5,60.75,107.3155746459961,132.51182556152344,72.69625091552734,0.0,96.50085415658802,fail,0
right,186.5,72.75,102.0,106.63168334960938,131.322509765625,83.8091812133789,0.0,100.70051039065784,fail,0
right,18.25,93.33190536499023,86.58190536499023,107.70569610595703,131.2092742919922,85.74642944335938,0.0,97.1479009688278,fail,0
right,115.5,50.5,111.0,109.25,132.42385864257812,83.19012451171875,0.0,86.74082250914404,fail,0
left,123.0,50.5,48.75,106.95962524414062,129.3482666015625,71.4421157836914,0.0,83.60188327495945,fail,0
left,135.75,69.0,24.25,107.13729858398438,129.49224853515625,71.12044525146484,0.0,81.69967841571801,fail,0
left,188.75,113.25,27.0,107.68666076660156,131.26751708984375,74.29582977294922,0.0,95.56563924164185,fail,0
left,73.45040130615234,47.5,71.29959869384766,106.81216430664062,130.5434112548828,74.04341125488281,0.0,89.53627136930844,fail,0
