method,w_obstacle,w_path_length,hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,obstacle_distance,path_length,weighted_objective
COBYLA,0.95,0.05,right,57.75,112.5,137.75,108.0,129.75,86.75,75.86007280157263,118.71630687020571,119.36976241553468,100.63079267206095,127.22085590432522,94.22906068585215,7.648529270389178,73.64526461808327,-0.8731936772332086
COBYLA,0.9,0.1,right,57.0,114.9134933205985,137.75,108.0,129.75,86.75,64.68192464846653,117.14824651354317,130.06839898585534,88.32424592178755,124.02609915125088,106.42543044389056,7.648529270389178,73.63505911292341,-0.7903309141623343
COBYLA,0.85,0.15,right,56.25,111.75,137.0,108.0,129.75,86.75,79.65258628637514,119.88888098864764,114.27904987048439,100.54264182058216,127.15728530942447,93.98790254739764,7.648529270389178,74.3446367464934,-0.7064496111792857
COBYLA,0.8,0.2,right,56.25,111.75,137.0,108.0,129.75,86.75,78.63132847175042,119.52749408481729,115.2609230296037,83.88515356199665,121.36954314431212,110.17234803907668,7.648529270389178,74.34463767469718,-0.6232440953068759
COBYLA,0.75,0.25,right,56.25,111.75,137.0,108.0,129.75,86.75,76.88485655731526,118.92717765372244,116.96326827456436,94.5877530705701,125.08503439075942,99.7734731012571,7.648529270389178,74.3446366595843,-0.5400385794340203
COBYLA,0.7,0.3,right,57.75,112.5,137.75,108.0,129.75,86.75,78.50905255204626,119.63301158370962,116.67339560163862,89.97360101727486,123.55506352217672,105.05316495487129,7.648529270389178,73.64526529140971,-0.45883126940603886
