method,hemisphere,start_x,start_y,start_z,end_x,end_y,end_z,obstacle_distance,path_length,weighted_objective
Powell,right,88.44739532470703,131.32716369628906,87.4511947631836,108.0,129.75,86.75,7.648529270389178,19.628639000427327,-0.885427712943179
